cityname,state,bedrooms,local_median_price,local_mean_price,local_price_std,comparison_group_size
Morgan Hill,CA,4.0,3800.0,3800.0,0.0,1
Morrisville,NC,1.0,1057.0,1061.3333333333333,118.45955709298713,6
Morrisville,NC,2.0,1242.5,1249.2,138.6096036435507,10
Morrow,GA,4.0,1575.0,1575.0,0.0,1
Moses Lake,WA,1.0,750.0,750.0,0.0,1
Mosinee,WI,2.0,850.0,850.0,0.0,1
Mound,MN,1.0,1050.0,1050.0,0.0,1
Mount Airy,MD,1.0,200.0,200.0,0.0,1
Mount Clemens,MI,1.0,675.0,675.0,0.0,1
Mount Holly,NC,3.0,1300.0,1300.0,0.0,1
Mount Holly,NJ,1.0,1510.0,1510.0,120.20815280171308,2
Mount Holly,NJ,2.0,2135.0,2135.0,0.0,1
Mount Laurel,NJ,1.0,1448.0,1454.2,95.23759761774758,5
Mount Laurel,NJ,2.0,1764.0,1634.3333333333333,246.55695758451705,3
Mount Rainier,MD,1.0,1148.0,1148.0,0.0,1
Mount Rainier,MD,2.0,1278.0,1278.0,0.0,1
Mountain View,CA,1.0,2545.0,2545.0,494.9747468305833,2
Mountain View,CA,3.0,5000.0,5000.0,0.0,1
Mountlake Terrace,WA,1.0,1347.5,1348.0,16.911534525287767,4
Mountlake Terrace,WA,2.0,1400.0,1480.0,138.5640646055102,3
Mountlake Terrace,WA,3.0,2212.5,2212.5,265.1650429449553,2
Mukwonago,WI,2.0,1245.0,1245.0,360.62445840513925,2
Muncie,IN,2.0,671.0,671.0,41.012193308819754,2
Muncie,IN,3.0,689.0,689.0,0.0,1
Mundelein,IL,1.0,1400.0,1400.0,0.0,1
Mundelein,IL,2.0,1720.0,1720.0,0.0,1
Murfreesboro,TN,3.0,1425.0,1425.0,0.0,1
Murfreesboro,TN,4.0,1750.0,1750.0,0.0,1
Murfreesboro,TN,5.0,1795.0,1795.0,0.0,1
Murray,UT,1.0,835.0,835.0,0.0,1
Murray,UT,2.0,925.0,925.0,0.0,1
Murrieta,CA,3.0,1700.0,1700.0,0.0,1
Mustang,OK,3.0,1595.0,1595.0,0.0,1
Mustang,OK,4.0,1495.0,1495.0,0.0,1
Myrtle Beach,SC,2.0,1020.0,1020.0,0.0,1
Nacogdoches,TX,1.0,715.0,715.0,0.0,1
Nacogdoches,TX,2.0,780.0,780.0,0.0,1
Naperville,IL,1.0,1075.0,1075.0,0.0,1
Naples,FL,1.0,1082.5,1082.5,307.59144981614816,2
Naples,FL,4.0,2300.0,2300.0,0.0,1
Nashua,NH,1.0,1371.0,1389.75,163.60801732596522,4
Nashua,NH,2.0,1410.0,1445.0,165.3027525481654,3
Nashua,NH,4.0,1135.0,1135.0,0.0,1
Nashville,TN,1.0,1780.0,1706.6470588235295,533.0209823703555,17
Nashville,TN,2.0,1814.5,1750.5,495.1940023869433,6
Nashville,TN,3.0,2350.0,2350.0,0.0,1
Natchitoches,LA,2.0,909.5,909.5,50.204581464244875,2
National City,CA,1.0,1295.0,1295.0,0.0,1
Needham,MA,4.0,4100.0,4100.0,0.0,1
Needham Heights,MA,1.0,2552.0,2552.0,0.0,1
Needham Heights,MA,2.0,3497.0,3497.0,0.0,1
Neenah,WI,1.0,800.0,800.0,0.0,1
Neenah,WI,3.0,975.0,975.0,0.0,1
Neptune City,NJ,1.0,1795.0,1795.0,0.0,1
Neptune City,NJ,2.0,1885.0,1885.0,0.0,2
Neptune City,NJ,3.0,2375.0,2375.0,0.0,1
Nevada,IA,2.0,650.0,650.0,0.0,1
New Bedford,MA,1.0,1432.5,1432.5,88.38834764831844,2
New Bedford,MA,2.0,1000.0,1000.0,0.0,1
New Berlin,WI,1.0,925.0,925.0,0.0,1
New Bern,NC,1.0,1560.0,1560.0,0.0,2
New Braunfels,TX,1.0,961.5,982.5,78.38260861526193,10
New Braunfels,TX,2.0,995.0,995.0,0.0,1
New Braunfels,TX,3.0,1449.0,1474.25,50.50000000000002,4
New Brighton,MN,1.0,950.0,950.0,0.0,1
New Brunswick,NJ,0.0,1225.0,1360.0,233.82685902179844,3
New Brunswick,NJ,1.0,1400.0,1400.0,0.0,1
New Brunswick,NJ,2.0,2027.5,2027.5,215.667568261897,2
New Canton,VA,1.0,595.0,595.0,0.0,1
New Carlisle,IN,1.0,636.0,636.0,0.0,1
New Castle,DE,3.0,2099.0,2099.0,0.0,1
New Haven,CT,1.0,1755.0,1755.0,0.0,1
New Haven,CT,2.0,1697.5,1697.5,3.5355339059327378,2
New Holstein,WI,2.0,975.0,975.0,0.0,1
New Kensington,PA,1.0,445.0,445.0,42.42640687119285,2
New Kensington,PA,2.0,565.0,565.0,155.56349186104046,2
New London,CT,1.0,925.0,920.4,57.496086823365644,5
New London,CT,2.0,998.0,1005.6666666666666,149.97803760786405,18
New London,WI,3.0,915.0,915.0,0.0,1
New Orleans,LA,2.0,761.0,761.0,0.0,1
New Port Richey,FL,1.0,849.0,849.0,0.0,1
New Rochelle,NY,0.0,1635.0,1635.0,0.0,1
New Rochelle,NY,1.0,2260.0,2260.0,56.568542494923804,2
New Rochelle,NY,2.0,3000.0,3000.0,0.0,1
New York,NY,1.0,4307.5,4307.5,682.3580438450184,2
New York,NY,2.0,3950.0,3950.0,0.0,1
Newark,NJ,1.0,1030.0,1030.0,0.0,1
Newark,NJ,3.0,1750.0,1750.0,0.0,1
Newark,TX,4.0,1599.0,1599.0,0.0,1
Newberg,OR,2.0,1495.0,1495.0,0.0,1
Newberg,OR,3.0,2295.0,2295.0,0.0,1
Newburyport,MA,2.0,1725.0,1725.0,0.0,1
Newcastle,WA,2.0,2165.0,2165.0,42.42640687119285,2
Newmarket,NH,1.0,925.0,925.0,0.0,1
Newport,KY,2.0,640.0,640.0,0.0,1
Newport Beach,CA,2.0,2795.0,2795.0,0.0,1
Newport News,VA,1.0,849.5,900.1666666666666,192.23154441107388,6
Newport News,VA,2.0,785.0,848.3333333333334,109.69655114602891,3
Newport News,VA,3.0,920.0,935.0,307.77426793024785,3
Newton,KS,2.0,567.5,567.5,60.10407640085654,2
Newton,MA,1.0,2675.0,2675.0,318.1980515339464,2
Newton,MA,3.0,2800.0,2800.0,0.0,1
Newton Highlands,MA,2.0,3093.5,3093.5,211.4249275747777,2
Niceville,FL,2.0,1500.0,1500.0,0.0,1
Niles,OH,1.0,420.0,420.0,0.0,1
Nixa,MO,1.0,590.0,590.0,0.0,1
Nixa,MO,2.0,1895.0,1895.0,0.0,1
Noblesville,IN,3.0,1174.0,1174.0,106.06601717798213,2
Norcross,GA,1.0,973.0,973.0,199.4041122946064,2
Norfolk,NE,2.0,700.0,700.0,70.71067811865476,2
Norfolk,VA,1.0,1329.0,1284.6666666666667,105.94463963158621,6
Norfolk,VA,2.0,1517.0,1474.5833333333333,444.55298453683343,12
Norfolk,VA,3.0,1109.0,1131.0,79.32212806020776,3
Normal,IL,2.0,2600.0,2600.0,0.0,1
Norman,OK,1.0,809.0,831.1428571428571,209.98129168367083,7
Norman,OK,2.0,1350.0,1173.1538461538462,329.1364084762052,26
Norman,OK,3.0,1150.0,1029.2857142857142,301.09174365172834,7
North Bergen,NJ,1.0,2022.5,2031.25,53.131127097650264,4
North Bergen,NJ,2.0,2690.0,2690.0,431.335136523794,2
North Bethesda,MD,5.0,4000.0,4000.0,0.0,1
North Fort Myers,FL,1.0,600.0,600.0,0.0,1
North Haven,CT,2.0,2195.0,2195.0,0.0,1
North Hollywood,CA,1.0,2295.0,2100.2,505.0199996039761,5
North Hollywood,CA,2.0,2499.0,2594.6666666666665,357.23988205872723,3
North Hollywood,CA,3.0,3600.0,3600.0,0.0,1
North Kansas City,MO,0.0,595.0,595.0,0.0,1
North Kansas City,MO,2.0,1015.0,1015.0,0.0,1
North Las Vegas,NV,2.0,845.0,845.0,0.0,1
North Las Vegas,NV,3.0,2050.0,2050.0,0.0,2
North Liberty,IA,2.0,1295.0,1295.0,0.0,1
North Miami,FL,1.0,1246.0,1246.0,0.0,1
North Muskegon,MI,1.0,530.0,530.0,0.0,1
North Port,FL,1.0,1150.0,1150.0,0.0,1
North Port,FL,2.0,1305.0,1305.0,91.92388155425118,2
North Potomac,MD,1.0,1150.0,1150.0,0.0,1
North Richland Hills,TX,1.0,928.0,928.0,0.0,1
North Richland Hills,TX,2.0,1276.0,1276.0,0.0,1
North Royalton,OH,1.0,888.0,888.0,0.0,1
North Royalton,OH,2.0,1356.0,1356.0,0.0,1
North Salt Lake,UT,1.0,970.0,970.0,0.0,1
North Sioux City,SD,1.0,820.0,820.0,0.0,1
North Tonawanda,NY,2.0,1500.0,1500.0,0.0,1
North Versailles,PA,2.0,635.0,635.0,0.0,1
Northbrook,IL,1.0,1629.0,1629.0,0.0,1
Northglenn,CO,1.0,1259.0,1259.0,0.0,1
Northridge,CA,2.0,2198.0,2198.0,0.0,1
Northridge,CA,3.0,2900.0,2900.0,0.0,1
Northridge,CA,5.0,4800.0,4800.0,0.0,1
Northville,MI,2.0,1500.0,1500.0,0.0,1
Norwalk,CA,1.0,1761.0,1754.75,361.2906263199568,4
Norwalk,CT,2.0,2125.0,2125.0,176.7766952966369,2
Norwalk,IA,1.0,830.0,830.0,0.0,1
Norwich,CT,1.0,947.5,947.5,137.88582233137677,2
Norwich,CT,2.0,1275.0,1275.0,0.0,1
Norwich,OH,4.0,1795.0,1795.0,0.0,1
Norwood,MA,2.0,2095.0,2095.0,0.0,1
Norwood,MA,3.0,2445.0,2445.0,70.71067811865476,2
Novi,MI,1.0,1003.0,1003.0,0.0,1
O Fallon,MO,1.0,745.0,745.0,0.0,1
Oak Island,NC,1.0,899.0,899.0,0.0,1
Oak Island,NC,3.0,1800.0,1800.0,0.0,1
Oak Park,IL,3.0,1610.0,1610.0,0.0,1
Oakdale,MN,2.0,1206.0,1206.0,0.0,1
Oakdale,PA,1.0,865.0,851.6666666666666,75.88368291888139,3
Oakdale,PA,2.0,920.0,920.0,0.0,1
Oakland,CA,0.0,1750.0,1750.0,0.0,1
Oakland,CA,1.0,2600.0,2469.0,661.7361004710765,13
Oakland,CA,2.0,2372.5,2490.8333333333335,423.79731790876946,6
Oakland,CA,3.0,4500.0,4500.0,0.0,1
Oakland,CA,4.0,5765.0,5765.0,0.0,1
Oakland,CA,5.0,6995.0,6995.0,0.0,1
Oakland Park,FL,2.0,1450.0,1450.0,0.0,1
Oakland Township,MI,2.0,2812.5,2812.5,1396.5358928434314,2
Oaklyn,NJ,1.0,1060.0,1058.0,49.6990945591567,5
Oaklyn,NJ,2.0,1215.0,1238.3333333333333,49.32882862316245,3
Ocala,FL,1.0,959.0,959.0,0.0,1
Ocala,FL,3.0,1465.0,1465.0,0.0,1
Oceanside,CA,1.0,1510.0,1510.0,0.0,1
Oceanside,CA,2.0,1695.0,1695.0,0.0,1
Oceanside,CA,3.0,3045.0,3045.0,636.3961030678928,2
Odenton,MD,1.0,1743.0,1704.0,227.02643017939565,3
Odenton,MD,2.0,1845.0,1844.4285714285713,73.92982515615091,7
Odenton,MD,3.0,1795.0,1795.0,0.0,1
Odessa,FL,1.0,1111.0,1111.0,0.0,1
Odessa,TX,1.0,1297.5,1314.375,234.17694012373266,8
Ogden,IA,1.0,625.0,625.0,0.0,1
Ogden,UT,2.0,650.0,650.0,0.0,1
Ogden,UT,3.0,1195.0,1195.0,0.0,1
Oklahoma City,OK,1.0,900.0,970.0,264.08929142650567,27
Oklahoma City,OK,2.0,910.0,1105.2777777777778,387.40308929430495,18
Oklahoma City,OK,3.0,1050.0,974.0,280.4327013741443,5
Oklahoma City,OK,4.0,1695.0,1695.0,0.0,1
Olathe,KS,1.0,945.5,945.5,147.78531726798843,2
Olathe,KS,2.0,1100.0,1100.0,0.0,1
Olathe,KS,3.0,1475.0,1475.0,530.3300858899106,2
Olympia,WA,2.0,1100.0,1100.0,0.0,1
Omaha,NE,0.0,995.0,995.0,537.4011537017761,2
Omaha,NE,1.0,825.0,817.3720930232558,122.36110167311267,43
Omaha,NE,2.0,977.5,1025.25,322.9379062673625,24
Omaha,NE,3.0,1557.0,1522.3333333333333,393.64535646526645,6
Ontario,CA,1.0,1370.0,1370.0,0.0,1
Ooltewah,TN,3.0,1900.0,1900.0,0.0,1
Opa Locka,FL,2.0,1200.0,1200.0,0.0,1
Orange,CA,1.0,1400.0,1400.0,0.0,1
Orange,CA,2.0,2380.0,2358.3333333333335,190.3855736831619,6
Orange,CA,3.0,2800.0,2533.6666666666665,465.63970334726974,3
Orange,CA,4.0,3600.0,3600.0,0.0,1
Orange,NJ,1.0,1299.0,1299.0,0.0,1
Orange,TX,1.0,648.0,642.5,36.13400983376557,4
Orange,TX,4.0,1500.0,1500.0,0.0,1
Orange Park,FL,3.0,1449.0,1449.0,0.0,1
Oregon City,OR,1.0,1200.0,1200.0,0.0,1
Oregon City,OR,2.0,1285.0,1285.0,0.0,1
Oregon City,OR,3.0,2575.0,2575.0,0.0,1
Orem,UT,1.0,1116.0,1116.0,0.0,1
Orem,UT,2.0,999.0,999.0,0.0,1
Orinda,CA,2.0,4200.0,4200.0,0.0,1
Orinda,CA,4.0,4750.0,4750.0,0.0,1
Orland Park,IL,1.0,1595.0,1595.0,0.0,1
Orlando,FL,1.0,1089.0,1084.4444444444443,177.80796720792458,18
Orlando,FL,2.0,1117.0,1311.8333333333333,473.4530247729616,6
Orlando,FL,3.0,1775.0,1615.0,767.4333847312091,5
Orlando,FL,4.0,2500.0,2512.5,557.3374202401988,4
Orlando,FL,5.0,3000.0,3000.0,0.0,1
Oroville,CA,2.0,935.0,935.0,0.0,1
Ortonville,MI,2.0,850.0,850.0,0.0,1
Oscoda,MI,3.0,800.0,800.0,0.0,1
Overland Park,KS,1.0,784.5,861.0,171.72652678022695,10
Overland Park,KS,2.0,867.5,867.5,152.02795795510772,2
Oviedo,FL,2.0,1514.0,1514.0,0.0,1
Owasso,OK,2.0,700.0,700.0,0.0,1
Owings Mills,MD,1.0,1242.0,1249.25,108.10912696591967,4
Owings Mills,MD,2.0,1534.5,1576.0,127.31378558506536,6
Owings Mills,MD,3.0,1488.0,1488.0,0.0,1
Oxford,AL,2.0,922.5,922.5,102.5304832720494,2
Oxford,GA,2.0,800.0,800.0,0.0,1
Oxford,MS,3.0,1800.0,1800.0,0.0,1
Oxford,NC,2.0,1832.0,1832.0,0.0,1
Oxnard,CA,1.0,1677.0,1677.0,0.0,1
Oxnard,CA,2.0,2026.5,2026.5,101.1162697096763,2
Oxnard,CA,3.0,7500.0,7500.0,0.0,1
Oxon Hill,MD,1.0,1240.0,1240.0,0.0,1
Oxon Hill,MD,2.0,1229.0,1229.0,0.0,1
Oxon Hill,MD,3.0,1670.0,1670.0,0.0,1
Ozark,MO,1.0,550.0,550.0,0.0,1
Pacifica,CA,1.0,1800.0,1800.0,0.0,1
Paducah,KY,1.0,610.0,610.0,7.0710678118654755,2
Paducah,KY,2.0,750.0,750.0,0.0,1
Pahrump,NV,2.0,900.0,858.3333333333334,94.64847243000456,3
Pahrump,NV,3.0,700.0,700.0,141.4213562373095,2
Palestine,TX,1.0,675.0,675.0,0.0,1
Palm Coast,FL,2.0,949.0,949.0,0.0,1
Palm Coast,FL,3.0,1119.0,1119.0,0.0,1
Palm Desert,CA,3.0,2220.0,2220.0,0.0,1
Palm Harbor,FL,1.0,1113.0,1113.0,0.0,1
Palm Harbor,FL,2.0,1379.0,1379.0,69.29646455628166,2
Palm Springs,CA,2.0,3000.0,3000.0,0.0,1
Palo Alto,CA,0.0,2200.0,2200.0,0.0,1
Palo Alto,CA,1.0,2547.5,2547.5,357.0889244992065,2
Palo Alto,CA,2.0,3900.0,4516.666666666667,1290.671659769956,3
Palo Alto,CA,3.0,6800.0,7133.333333333333,2218.858565419016,3
Palo Cedro,CA,3.0,1495.0,1495.0,0.0,1
Pampa,TX,1.0,475.0,475.0,0.0,1
Pampa,TX,2.0,595.0,595.0,0.0,1
Panama City Beach,FL,2.0,1550.0,1550.0,0.0,1
Panorama City,CA,1.0,1419.0,1419.0,0.0,1
Paoli,PA,2.0,1695.0,1695.0,0.0,1
Papillion,NE,2.0,1295.0,1295.0,0.0,1
Paragould,AR,1.0,585.0,585.0,0.0,1
Paris,TX,4.0,1695.0,1695.0,0.0,1
Park Ridge,IL,1.0,1090.0,1090.0,0.0,1
Parker,CO,1.0,795.0,795.0,0.0,1
Parkersburg,IA,3.0,1800.0,1800.0,0.0,1
Parsippany,NJ,1.0,2123.0,1890.3333333333333,402.9904878943588,3
Parsippany,NJ,2.0,2337.5,2337.5,724.7844507162113,2
Pasadena,CA,1.0,2325.0,2256.4210526315787,413.09257985609446,19
Pasadena,CA,2.0,2992.0,2915.705882352941,671.6706563400213,17
Pasadena,CA,4.0,4275.0,4275.0,813.1727983645296,2
Pasadena,MD,1.0,1245.0,1338.3333333333333,201.88693205191203,3
Pasadena,MD,3.0,2201.0,2201.0,0.0,1
Pasadena,TX,2.0,880.0,833.3333333333334,129.46943011125572,3
Pasadena,TX,3.0,1092.0,1092.0,0.0,1
Paulden,AZ,1.0,500.0,500.0,0.0,1
Pawtucket,RI,3.0,1190.0,1190.0,0.0,1
Pearland,TX,1.0,1051.0,1051.0,168.2914139223983,2
Pembroke Pines,FL,1.0,1035.0,1063.0,104.84273937664925,3
Pembroke Pines,FL,2.0,1795.0,1795.0,0.0,1
Pendleton,IN,2.0,1199.0,1199.0,0.0,1
Pendleton,SC,4.0,430.0,430.0,0.0,1
Penns Grove,NJ,2.0,1115.0,1115.0,0.0,1
Pennsauken,NJ,1.0,1525.0,1525.0,0.0,1
Pensacola,FL,2.0,950.0,950.0,0.0,1
Pensacola,FL,3.0,1525.0,1525.0,0.0,1
Peoria,AZ,1.0,1020.0,1020.0,0.0,1
Peoria,AZ,2.0,1199.0,1199.0,0.0,1
Peoria,AZ,3.0,1449.0,1294.6666666666667,290.12123902488304,3
Peoria,IL,1.0,795.0,795.0,0.0,1
Perry Hall,MD,2.0,1335.0,1326.6666666666667,67.8847061813877,3
Peru,IN,1.0,650.0,650.0,0.0,1
Petersburg,VA,1.0,914.0,904.25,57.996407934744816,4
Pewaukee,WI,1.0,1090.0,1090.0,0.0,1
Pflugerville,TX,1.0,975.0,962.75,58.13961029895441,8
Pflugerville,TX,2.0,956.5,1138.25,401.8120414654925,4
Pflugerville,TX,3.0,1875.0,1771.0,464.03663648466375,5
Philadelphia,PA,1.0,1350.0,1272.7777777777778,357.40989083314344,18
Philadelphia,PA,2.0,1712.5,1686.0,368.11254000001566,20
Philadelphia,PA,3.0,1929.5,2468.1666666666665,1316.6222566350102,6
Phoenix,AZ,0.0,914.5,914.5,50.204581464244875,2
Phoenix,AZ,1.0,1040.0,991.3548387096774,258.07241211038644,31
Phoenix,AZ,2.0,1250.0,1220.357142857143,247.19957902094376,14
Phoenix,AZ,3.0,1449.5,1587.25,713.2088871198022,4
Phoenix,AZ,4.0,1300.0,1300.0,0.0,1
Pico Rivera,CA,1.0,1460.0,1518.0,130.0884314610642,3
Pico Rivera,CA,2.0,1417.0,1450.3333333333333,75.71877794400363,3
Pierre,SD,1.0,795.0,795.0,0.0,1
Pierre,SD,2.0,736.0,736.0,0.0,1
Pikesville,MD,2.0,1340.0,1340.0,77.78174593052023,2
Piketon,OH,3.0,645.0,645.0,0.0,1
Pine Valley,UT,2.0,1520.0,1520.0,0.0,1
Pingree Grove,IL,3.0,1995.0,1995.0,0.0,1
Piqua,OH,2.0,709.0,709.0,0.0,1
Piscataway,NJ,1.0,1425.0,1425.0,0.0,1
Pitman,NJ,2.0,1050.0,1050.0,0.0,1
Pittsburgh,PA,0.0,922.5,922.5,38.890872965260115,2
Pittsburgh,PA,1.0,930.0,1023.9090909090909,344.75414415699186,22
Pittsburgh,PA,2.0,1386.0,1482.1176470588234,641.7963931763077,17
Pittsburgh,PA,3.0,1695.0,1784.4285714285713,563.46187600785,7
Placentia,CA,1.0,1589.0,1589.0,0.0,1
Placentia,CA,2.0,2227.5,2227.5,307.59144981614816,2
Plainfield,IN,1.0,834.0,834.0,0.0,1
Plainfield,IN,2.0,797.5,797.5,109.60155108391487,2
Plainfield,NJ,1.0,1294.0,1294.0,203.64675298172568,2
Plainfield,NJ,2.0,1825.0,1825.0,0.0,1
Plainsboro,NJ,1.0,1247.5,1292.0,117.54904413808636,10
Plainsboro,NJ,2.0,1755.0,1745.375,112.09554279401884,8
Plano,TX,1.0,1044.5,1044.5,7.7781745930520225,2
Plano,TX,2.0,1301.0,1333.6666666666667,103.92465219250597,3
Plano,TX,3.0,1145.0,1481.6666666666667,667.0894492744832,3
Plano,TX,4.0,2300.0,2300.0,0.0,1
Plant City,FL,1.0,880.0,880.0,0.0,1
Platte City,MO,2.0,900.0,900.0,0.0,1
Platteville,WI,1.0,920.0,920.0,0.0,1
Plattsmouth,NE,2.0,740.0,740.0,0.0,1
Playa Del Rey,CA,1.0,2450.0,2450.0,0.0,1
Playa Del Rey,CA,2.0,3739.0,3739.0,0.0,1
Pleasanton,CA,4.0,3200.0,3200.0,0.0,1
Pleasanton,TX,1.0,1195.0,1195.0,0.0,1
Plymouth,IN,2.0,935.0,935.0,0.0,1
Plymouth,MA,1.0,1775.0,1775.0,0.0,1
Plymouth,MA,2.0,2200.0,2200.0,0.0,1
Plymouth,MA,3.0,2700.0,2700.0,0.0,1
Plymouth,MN,1.0,1272.5,1228.5,145.5300656221937,4
Plymouth,MN,2.0,1422.0,1422.0,250.31580054003783,2
Plymouth,MN,3.0,1495.0,1495.0,0.0,1
Plymouth,WI,3.0,1053.0,1053.0,0.0,1
Pompano Beach,FL,2.0,1100.0,1100.0,0.0,1
Ponte Vedra,FL,3.0,2300.0,2300.0,0.0,1
Pontiac,MI,1.0,675.0,675.0,0.0,1
Pontiac,MI,2.0,1012.5,1012.5,265.1650429449553,2
Poplar Bluff,MO,2.0,750.0,750.0,0.0,1
Port Arthur,TX,1.0,573.0,566.75,178.40473648420885,4
Port Arthur,TX,2.0,750.0,678.3333333333334,348.0780563800788,3
Port Chester,NY,1.0,2282.0,2282.0,25.45584412271571,2
Port Orange,FL,1.0,894.0,894.0,0.0,1
Port Orchard,WA,1.0,1260.0,1260.0,0.0,1
Port Richey,FL,1.0,885.0,885.0,0.0,1
Port Richey,FL,3.0,1199.0,1199.0,0.0,1
Port Saint Lucie,FL,1.0,1072.5,1072.5,456.08387386532314,2
Port Saint Lucie,FL,2.0,1702.0,1702.0,0.0,1
Portage,IN,2.0,921.0,921.0,0.0,1
Porter,TX,3.0,1349.0,1349.0,0.0,1
Porter,TX,4.0,1399.0,1399.0,0.0,1
Porterville,CA,1.0,1195.0,1195.0,0.0,1
Portland,OR,0.0,1125.0,1196.888888888889,141.88062274712186,9
Portland,OR,1.0,1295.0,1338.2075471698113,295.9880687882905,53
Portland,OR,2.0,1352.5,1523.4117647058824,435.5659583803832,34
Portland,OR,3.0,2395.0,2596.1111111111113,777.2177050936958,9
Portland,OR,4.0,2745.0,2860.0,370.10809231898725,6
Portland,OR,5.0,3145.0,3145.0,212.13203435596427,2
Portsmouth,NH,1.0,1100.0,1100.0,0.0,1
Portsmouth,NH,2.0,1447.5,1447.5,67.17514421272202,2
Portsmouth,OH,1.0,550.0,550.0,0.0,1
Portsmouth,VA,1.0,844.0,844.0,8.48528137423857,2
Portsmouth,VA,2.0,1000.0,1000.0,282.842712474619,2
Post Falls,ID,3.0,1900.0,1900.0,0.0,1
Potomac,MD,1.0,800.0,800.0,0.0,1
Potomac,MD,6.0,11000.0,11000.0,0.0,1
Pottstown,PA,2.0,675.0,675.0,0.0,1
Poulsbo,WA,1.0,1645.0,1645.0,0.0,1
Powder Springs,GA,3.0,1400.0,1400.0,0.0,1
Prairie Village,KS,1.0,1120.5,1120.5,79.90306627407988,2
Prairie Village,KS,2.0,630.0,630.0,0.0,1
Prairie Village,KS,5.0,2200.0,2200.0,0.0,1
Presto,PA,1.0,1020.0,1020.0,0.0,1
Presto,PA,2.0,1373.5,1373.5,17.67766952966369,2
Princeton,NJ,1.0,1982.5,2033.0,267.6159294853087,8
Princeton,NJ,2.0,2980.0,2845.4285714285716,474.32508442447545,7
Princeton,NJ,3.0,2503.0,2541.3333333333335,94.52160246913581,3
Princeton Junction,NJ,1.0,1587.0,1609.0,181.0055247775603,3
Princeton Junction,NJ,2.0,1885.0,1885.0,0.0,1
Providence,RI,0.0,1150.0,1150.0,0.0,1
Providence,RI,1.0,1535.5,1535.5,311.8340905032675,2
Providence,RI,2.0,2095.0,2095.0,0.0,1
Providence,RI,3.0,2013.0,2013.0,0.0,1
Providence,RI,7.0,7700.0,7700.0,0.0,1
Provo,UT,2.0,1545.0,1545.0,0.0,1
Pueblo,CO,2.0,745.0,745.0,0.0,1
Pulaski,WI,2.0,800.0,800.0,0.0,1
Purvis,MS,2.0,875.0,875.0,0.0,1
Puyallup,WA,1.0,1255.0,1255.0,0.0,1
Quincy,MA,2.0,2966.0,2966.0,0.0,1
Racine,WI,1.0,800.0,800.0,0.0,1
Radnor,PA,1.0,1995.0,1995.0,0.0,1
Rahway,NJ,1.0,974.0,974.0,0.0,1
Rahway,NJ,2.0,1810.0,1810.0,91.92388155425118,2
Raleigh,NC,1.0,999.0,1078.2758620689656,290.9132046003368,29
Raleigh,NC,2.0,1129.5,1217.2941176470588,315.0937839622071,34
Raleigh,NC,3.0,1385.0,1403.75,281.53190633694487,8
Raleigh,NC,4.0,1700.0,1700.0,141.4213562373095,2
Raleigh,NC,5.0,2250.0,2250.0,0.0,1
Ramona,CA,3.0,1750.0,1750.0,0.0,1
Ramsey,MN,2.0,1135.0,1135.0,0.0,1
Ramsey,NJ,1.0,2112.0,2112.0,0.0,1
Rancho Cucamonga,CA,1.0,1570.0,1570.0,0.0,1
Rancho Palos Verdes,CA,1.0,2995.0,2995.0,0.0,1
Rancho Palos Verdes,CA,2.0,2825.0,2825.0,0.0,1
Rancho Santa Margarita,CA,2.0,1100.0,1100.0,0.0,1
Rancho Santa Margarita,CA,3.0,3050.0,3050.0,0.0,1
Randallstown,MD,1.0,1005.0,967.5,123.99596767637244,4
Randallstown,MD,2.0,1120.0,1106.25,55.59740487263259,8
Randolph,MA,1.0,1550.0,1550.0,0.0,1
Rapid City,SD,1.0,764.5,764.5,28.991378028648448,2
Rapid City,SD,2.0,835.0,835.0,0.0,2
Rapid City,SD,4.0,1750.0,1750.0,0.0,1
Raymond,NH,1.0,1145.0,1145.0,0.0,1
Raynham,MA,1.0,995.0,995.0,0.0,1
Raytown,MO,2.0,820.0,820.0,0.0,1
Reading,MA,2.0,2395.0,2395.0,0.0,1
Reading,PA,1.0,750.0,750.0,0.0,1
Red Bluff,CA,3.0,2700.0,2700.0,0.0,1
Red Oak,IA,1.0,395.0,395.0,0.0,1
Redding,CA,2.0,1015.0,1015.0,0.0,1
Redmond,WA,1.0,1750.0,1892.4285714285713,434.72629593912586,7
Redmond,WA,2.0,2101.0,2244.2,363.5673252645238,5
Redmond,WA,3.0,2800.0,2800.0,0.0,1
Redmond,WA,5.0,4045.0,4045.0,0.0,1
Redmond,WA,6.0,7000.0,7000.0,0.0,1
Redondo Beach,CA,1.0,2495.0,2431.25,462.8782237262842,4
Redondo Beach,CA,2.0,2667.0,2781.3333333333335,916.2588426130833,6
Redwood City,CA,3.0,5200.0,5200.0,0.0,1
Reeds Spring,MO,3.0,1350.0,1350.0,0.0,1
Reisterstown,MD,1.0,940.0,940.0,0.0,1
Reisterstown,MD,2.0,1330.0,1266.6666666666667,136.5039681962885,3
Reisterstown,MD,3.0,1515.0,1515.0,0.0,1
Reno,NV,1.0,1115.0,1115.2,127.53544169715687,10
Reno,NV,2.0,1399.5,1431.75,284.6534442674694,4
Reno,NV,3.0,1837.0,1819.6666666666667,784.1436943145901,3
Reno,NV,4.0,2120.0,2120.0,35.35533905932738,2
